Date,Price
29-Mar-14,491.9
28-Mar-14,497.4
27-Mar-14,498.5
26-Mar-14,595
25-Mar-14,582
24-Mar-14,590
23-Mar-14,566.2
22-Mar-14,560
21-Mar-14,568.8
20-Mar-14,583.5
19-Mar-14,611
18-Mar-14,618.4
17-Mar-14,624.3
16-Mar-14,635
15-Mar-14,641.6
14-Mar-14,630
13-Mar-14,642
12-Mar-14,650
11-Mar-14,615
10-Mar-14,615
9-Mar-14,621
8-Mar-14,614.1
7-Mar-14,621
6-Mar-14,663
5-Mar-14,675
4-Mar-14,668
3-Mar-14,658
2-Mar-14,560.6
1-Mar-14,568.2
28-Feb-14,565
27-Feb-14,579
26-Feb-14,582
25-Feb-14,515
24-Feb-14,562.4
23-Feb-14,619
22-Feb-14,595.2
21-Feb-14,568
20-Feb-14,578.9
19-Feb-14,630.4
18-Feb-14,628
17-Feb-14,663.8
16-Feb-14,608
15-Feb-14,653.4
14-Feb-14,682
13-Feb-14,634.3
12-Feb-14,685
11-Feb-14,658.9
10-Feb-14,706.3
9-Feb-14,710
8-Feb-14,690
7-Feb-14,720
6-Feb-14,771.6
5-Feb-14,791
4-Feb-14,813
3-Feb-14,810
1-Feb-14,814.6
31-Jan-14,800
30-Jan-14,803.9
29-Jan-14,800
28-Jan-14,795
27-Jan-14,760.3
26-Jan-14,809.7
25-Jan-14,810
24-Jan-14,781.9
23-Jan-14,816.2
22-Jan-14,807
21-Jan-14,810
20-Jan-14,823.4
19-Jan-14,830
18-Jan-14,800
17-Jan-14,789
16-Jan-14,824
15-Jan-14,839.7
14-Jan-14,826.9
13-Jan-14,818.4
12-Jan-14,888.1
11-Jan-14,896.9
10-Jan-14,834.7
9-Jan-14,850
8-Jan-14,828.5
7-Jan-14,791
6-Jan-14,934.5
5-Jan-14,904
4-Jan-14,801.8
3-Jan-14,812.1
2-Jan-14,775
1-Jan-14,740.3
31-Dec-13,727.7
30-Dec-13,737.2
29-Dec-13,714.3
28-Dec-13,701
27-Dec-13,718.9
26-Dec-13,740
24-Dec-13,647.3
23-Dec-13,640.4
22-Dec-13,622.1
21-Dec-13,607.7
20-Dec-13,599
19-Dec-13,702
18-Dec-13,551.4
17-Dec-13,731.9
16-Dec-13,704.8
15-Dec-13,864.9
14-Dec-13,897.9
13-Dec-13,912.6
12-Dec-13,900.5
11-Dec-13,921.8
10-Dec-13,1023
9-Dec-13,935.8
8-Dec-13,730
7-Dec-13,800.6
6-Dec-13,872.6
5-Dec-13,1030.6
4-Dec-13,1145
3-Dec-13,1048
2-Dec-13,998.1
1-Dec-13,955
30-Nov-13,1112.4
29-Nov-13,1107.5
28-Nov-13,1010
27-Nov-13,948
26-Nov-13,849.6
25-Nov-13,782.8
24-Nov-13,813.7
23-Nov-13,842.2
22-Nov-13,760
21-Nov-13,700
20-Nov-13,550
19-Nov-13,599
18-Nov-13,585.2
17-Nov-13,473.3
16-Nov-13,435.3
15-Nov-13,400
14-Nov-13,418
13-Nov-13,387.7
12-Nov-13,350.2
11-Nov-13,338.6
10-Nov-13,311.9
9-Nov-13,336.1
8-Nov-13,323.8
7-Nov-13,283.3
6-Nov-13,253.7
5-Nov-13,239.3
4-Nov-13,225.2
3-Nov-13,207.6
2-Nov-13,200.9
1-Nov-13,198.5
31-Oct-13,198.2
30-Oct-13,194.6
29-Oct-13,198.2
28-Oct-13,187.9
27-Oct-13,185.7
26-Oct-13,175.9
25-Oct-13,178.1
24-Oct-13,183.1
23-Oct-13,200.6
22-Oct-13,183.9
21-Oct-13,174.2
20-Oct-13,163.1
19-Oct-13,159.8
18-Oct-13,149.6
17-Oct-13,142.7
16-Oct-13,137.4
15-Oct-13,138.6
14-Oct-13,133
13-Oct-13,130.4
12-Oct-13,126.5
11-Oct-13,125.5
10-Oct-13,125.7
9-Oct-13,125.8
8-Oct-13,124.3
7-Oct-13,123.2
6-Oct-13,121.7
5-Oct-13,121.1
4-Oct-13,121.3
3-Oct-13,116.8
2-Oct-13,99.8
1-Oct-13,125.5
30-Sep-13,123.1
29-Sep-13,125.2
28-Sep-13,124.8
27-Sep-13,123.5
26-Sep-13,123.5
25-Sep-13,123.4
24-Sep-13,122.5
23-Sep-13,122.2
22-Sep-13,122.7
21-Sep-13,122.6
20-Sep-13,122.9
19-Sep-13,124.2
18-Sep-13,126.3
17-Sep-13,126
16-Sep-13,125.1
15-Sep-13,124.6
14-Sep-13,124.1
13-Sep-13,126.5
12-Sep-13,125.8
11-Sep-13,125.4
10-Sep-13,121.5
9-Sep-13,120
8-Sep-13,116.6
7-Sep-13,119.1
6-Sep-13,116.3
5-Sep-13,120.5
4-Sep-13,120.6
3-Sep-13,127.6
2-Sep-13,127.4
1-Sep-13,128.3
31-Aug-13,129.5
30-Aug-13,123.2
29-Aug-13,117.5
28-Aug-13,117.6
27-Aug-13,117.4
26-Aug-13,112.2
25-Aug-13,111.8
24-Aug-13,108.7
23-Aug-13,107.6
22-Aug-13,109.7
21-Aug-13,111.4
20-Aug-13,105
19-Aug-13,102.3
18-Aug-13,98.8
17-Aug-13,99.6
16-Aug-13,98.3
15-Aug-13,97.5
14-Aug-13,98
13-Aug-13,97.9
12-Aug-13,95.1
11-Aug-13,94.2
10-Aug-13,93.3
9-Aug-13,93.4
8-Aug-13,94.8
7-Aug-13,96.9
6-Aug-13,97.1
5-Aug-13,96.9
4-Aug-13,96.6
3-Aug-13,96.7
2-Aug-13,97.2
1-Aug-13,96.4
31-Jul-13,97.9
30-Jul-13,96.3
29-Jul-13,93.3
28-Jul-13,92.1
27-Jul-13,89.1
26-Jul-13,90.6
25-Jul-13,89.4
24-Jul-13,87.5
23-Jul-13,86.9
22-Jul-13,86.1
21-Jul-13,85.5
20-Jul-13,85.7
19-Jul-13,85.8
18-Jul-13,85.4
17-Jul-13,90.5
16-Jul-13,92.7
15-Jul-13,93.1
14-Jul-13,90.4
13-Jul-13,91.4
12-Jul-13,88.5
11-Jul-13,91.2
10-Jul-13,84.5
9-Jul-13,74.2
8-Jul-13,74.6
7-Jul-13,72.5
6-Jul-13,66.8
5-Jul-13,66.3
4-Jul-13,77.7
3-Jul-13,76.9
2-Jul-13,87.7
1-Jul-13,84.6
30-Jun-13,97.5
29-Jun-13,95
28-Jun-13,94.7
27-Jun-13,101.7
26-Jun-13,104
25-Jun-13,103.3
24-Jun-13,102.1
23-Jun-13,107.9
22-Jun-13,108.2
21-Jun-13,109.5
20-Jun-13,111.3
19-Jun-13,108.3
18-Jun-13,107.3
17-Jun-13,101.9
16-Jun-13,99.9
15-Jun-13,99.8
14-Jun-13,100
13-Jun-13,103.9
12-Jun-13,108.8
11-Jun-13,109
10-Jun-13,106.3
9-Jun-13,100.4
8-Jun-13,107.9
7-Jun-13,111
6-Jun-13,119
5-Jun-13,121.9
4-Jun-13,121.4
3-Jun-13,120.7
2-Jun-13,122.5
1-Jun-13,129.3
31-May-13,128.8
30-May-13,128.8
29-May-13,132.3
28-May-13,129
27-May-13,129.8
26-May-13,133.5
25-May-13,132
24-May-13,133.1
23-May-13,126.3
22-May-13,123.8
21-May-13,122.9
20-May-13,122
19-May-13,122.5
18-May-13,123.2
17-May-13,123.5
16-May-13,118.2
15-May-13,114.2
14-May-13,111.4
13-May-13,118
12-May-13,114.8
11-May-13,115.6
10-May-13,117.7
9-May-13,112.8
8-May-13,113.2
7-May-13,109.6
6-May-13,112.3
5-May-13,116
4-May-13,112.9
3-May-13,98.1
2-May-13,106.3
1-May-13,116.4
30-Apr-13,139.2
29-Apr-13,144
28-Apr-13,134.4
27-Apr-13,128
26-Apr-13,136.9
25-Apr-13,141.7
24-Apr-13,154.2
23-Apr-13,143.5
22-Apr-13,127.4
21-Apr-13,119.2
20-Apr-13,126.6
19-Apr-13,118.5
18-Apr-13,109
17-Apr-13,93.1
16-Apr-13,68.4
15-Apr-13,82.4
14-Apr-13,90
13-Apr-13,93
12-Apr-13,117
11-Apr-13,124.9
10-Apr-13,165
9-Apr-13,230
8-Apr-13,187.5
7-Apr-13,162.3
6-Apr-13,142.6
5-Apr-13,142.3
4-Apr-13,132.1
3-Apr-13,135
2-Apr-13,118
1-Apr-13,104
31-Mar-13,93
30-Mar-13,92.2
29-Mar-13,90.5
28-Mar-13,86.2
27-Mar-13,88.9
26-Mar-13,78.5
25-Mar-13,73.6
24-Mar-13,71.5
23-Mar-13,64.3
22-Mar-13,69.9
21-Mar-13,70.8
20-Mar-13,64.5
19-Mar-13,59.1
18-Mar-13,51.6
17-Mar-13,47.4
16-Mar-13,47
15-Mar-13,47
14-Mar-13,47.2
13-Mar-13,46.9
12-Mar-13,44.3
11-Mar-13,48.4
10-Mar-13,46
9-Mar-13,46.8
8-Mar-13,44.2
7-Mar-13,42
6-Mar-13,41
5-Mar-13,40.3
4-Mar-13,36.2
3-Mar-13,34.5
2-Mar-13,34.3
1-Mar-13,34.5
28-Feb-13,33.4
27-Feb-13,30.9
26-Feb-13,31.1
25-Feb-13,30.4
24-Feb-13,29.9
23-Feb-13,29.8
22-Feb-13,30.3
21-Feb-13,29.8
20-Feb-13,29.6
19-Feb-13,29.4
18-Feb-13,27
17-Feb-13,26.8
16-Feb-13,27.2
15-Feb-13,27.1
14-Feb-13,27.2
13-Feb-13,24.2
12-Feb-13,25.2
11-Feb-13,24.6
10-Feb-13,24
9-Feb-13,23.6
8-Feb-13,22.7
7-Feb-13,22.1
6-Feb-13,21.2
5-Feb-13,20.6
4-Feb-13,20.4
3-Feb-13,20.6
2-Feb-13,19.6
1-Feb-13,20.5
31-Jan-13,20.4
30-Jan-13,19.7
29-Jan-13,19.5
28-Jan-13,18.7
27-Jan-13,17.8
26-Jan-13,17.9
25-Jan-13,17.4
24-Jan-13,16.9
23-Jan-13,17.5
22-Jan-13,17.3
21-Jan-13,16.8
20-Jan-13,15.7
19-Jan-13,15.6
18-Jan-13,15.7
17-Jan-13,15.5
16-Jan-13,14.7
15-Jan-13,14.3
14-Jan-13,14.3
13-Jan-13,14.1
12-Jan-13,14.2
11-Jan-13,14.1
10-Jan-13,14.1
9-Jan-13,13.8
8-Jan-13,13.7
7-Jan-13,13.6
6-Jan-13,13.4
5-Jan-13,13.4
4-Jan-13,13.5
3-Jan-13,13.4
2-Jan-13,13.3
1-Jan-13,13.3
31-Dec-12,13.5
30-Dec-12,13.4
29-Dec-12,13.4
28-Dec-12,13.4
27-Dec-12,13.4
26-Dec-12,13.5
25-Dec-12,13.4
24-Dec-12,13.4
23-Dec-12,13.3
22-Dec-12,13.4
21-Dec-12,13.5
20-Dec-12,13.5
19-Dec-12,13.6
18-Dec-12,13.3
17-Dec-12,13.3
16-Dec-12,13.3
15-Dec-12,13.5
14-Dec-12,13.6
13-Dec-12,13.7
12-Dec-12,13.7
11-Dec-12,13.6
10-Dec-12,13.4
9-Dec-12,13.4
8-Dec-12,13.4
7-Dec-12,13.5
6-Dec-12,13.3
5-Dec-12,13.4
4-Dec-12,13.4
3-Dec-12,12.7
2-Dec-12,12.5
1-Dec-12,12.6
30-Nov-12,12.6
29-Nov-12,12.4
28-Nov-12,12.4
27-Nov-12,12.2
26-Nov-12,12.3
25-Nov-12,12.5
24-Nov-12,12.4
23-Nov-12,12.3
22-Nov-12,12.4
21-Nov-12,11.8
20-Nov-12,11.7
19-Nov-12,11.8
18-Nov-12,11.6
17-Nov-12,11.8
16-Nov-12,11.8
15-Nov-12,11.2
14-Nov-12,10.9
13-Nov-12,10.9
12-Nov-12,11
11-Nov-12,10.9
10-Nov-12,10.9
9-Nov-12,10.8
8-Nov-12,10.9
7-Nov-12,10.9
6-Nov-12,10.9
5-Nov-12,10.8
4-Nov-12,10.8
3-Nov-12,10.6
2-Nov-12,10.5
1-Nov-12,10.6
31-Oct-12,11.2
30-Oct-12,10.9
29-Oct-12,10.6
28-Oct-12,10.7
27-Oct-12,10.3
26-Oct-12,10.2
25-Oct-12,10.9
24-Oct-12,11.6
23-Oct-12,11.6
22-Oct-12,11.7
21-Oct-12,11.6
20-Oct-12,11.7
19-Oct-12,11.7
18-Oct-12,11.9
17-Oct-12,11.8
16-Oct-12,11.9
15-Oct-12,11.8
14-Oct-12,11.7
13-Oct-12,11.9
12-Oct-12,12
11-Oct-12,12
10-Oct-12,12.1
9-Oct-12,11.9
8-Oct-12,11.8
7-Oct-12,11.8
6-Oct-12,12.5
5-Oct-12,12.7
4-Oct-12,12.9
3-Oct-12,12.9
2-Oct-12,12.8
1-Oct-12,12.4
30-Sep-12,12.4
29-Sep-12,12.4
28-Sep-12,12.4
27-Sep-12,12.3
26-Sep-12,12.3
25-Sep-12,12.2
24-Sep-12,12.1
23-Sep-12,12.2
22-Sep-12,12.2
21-Sep-12,12.4
20-Sep-12,12.3
19-Sep-12,12.6
18-Sep-12,12.3
17-Sep-12,11.9
16-Sep-12,11.9
15-Sep-12,11.8
14-Sep-12,11.7
13-Sep-12,11.4
12-Sep-12,11.4
11-Sep-12,11.3
10-Sep-12,11.2
9-Sep-12,11
8-Sep-12,11
7-Sep-12,11
6-Sep-12,11.2
5-Sep-12,11
4-Sep-12,10.4
3-Sep-12,10.5
2-Sep-12,10.2
1-Sep-12,10
31-Aug-12,10.2
30-Aug-12,10.8
29-Aug-12,10.9
28-Aug-12,10.9
27-Aug-12,10.9
26-Aug-12,10.6
25-Aug-12,10.5
24-Aug-12,10.6
23-Aug-12,10.1
22-Aug-12,9.8
21-Aug-12,9.9
20-Aug-12,10.1
19-Aug-12,8
18-Aug-12,11.6
17-Aug-12,11.6
16-Aug-12,13.5
15-Aug-12,13.3
14-Aug-12,12.2
13-Aug-12,12
12-Aug-12,11.6
11-Aug-12,11.5
10-Aug-12,11.4
9-Aug-12,11.1
8-Aug-12,11.1
7-Aug-12,11.1
6-Aug-12,10.9
5-Aug-12,10.9
4-Aug-12,11
3-Aug-12,11
2-Aug-12,10.5
1-Aug-12,9.6
31-Jul-12,9.4
30-Jul-12,9.1
29-Jul-12,8.7
28-Jul-12,8.9
27-Jul-12,8.9
26-Jul-12,8.9
25-Jul-12,8.8
24-Jul-12,8.6
23-Jul-12,8.4
22-Jul-12,8.4
21-Jul-12,8.9
20-Jul-12,8.5
19-Jul-12,8.9
18-Jul-12,9.1
17-Jul-12,8.8
16-Jul-12,8.5
15-Jul-12,7.6
14-Jul-12,7.5
13-Jul-12,7.7
12-Jul-12,7.8
11-Jul-12,7.2
10-Jul-12,7.2
9-Jul-12,7
8-Jul-12,6.8
7-Jul-12,6.8
6-Jul-12,6.7
5-Jul-12,6.7
4-Jul-12,6.5
3-Jul-12,6.4
2-Jul-12,6.8
1-Jul-12,6.6
30-Jun-12,6.7
29-Jun-12,6.7
28-Jun-12,6.6
27-Jun-12,6.7
26-Jun-12,6.4
25-Jun-12,6.3
24-Jun-12,6.3
23-Jun-12,6.4
22-Jun-12,6.6
21-Jun-12,6.7
20-Jun-12,6.7
19-Jun-12,6.5
18-Jun-12,6.3
17-Jun-12,6.2
16-Jun-12,6.4
15-Jun-12,6.5
14-Jun-12,5.9
13-Jun-12,5.9
12-Jun-12,5.7
11-Jun-12,5.6
10-Jun-12,5.5
9-Jun-12,5.6
8-Jun-12,5.6
7-Jun-12,5.6
6-Jun-12,5.5
5-Jun-12,5.4
4-Jun-12,5.3
3-Jun-12,5.2
2-Jun-12,5.3
1-Jun-12,5.3
31-May-12,5.2
30-May-12,5.1
29-May-12,5.2
28-May-12,5.1
27-May-12,5.1
26-May-12,5.1
25-May-12,5.2
24-May-12,5.1
23-May-12,5.1
22-May-12,5.1
21-May-12,5.1
20-May-12,5.1
19-May-12,5.1
18-May-12,5.1
17-May-12,5.1
16-May-12,5.1
15-May-12,5
14-May-12,5
13-May-12,4.9
12-May-12,4.9
11-May-12,5
10-May-12,4.8
9-May-12,5
8-May-12,5.1
7-May-12,5.1
6-May-12,5.1
5-May-12,5.1
4-May-12,5.1
3-May-12,5.1
2-May-12,5.1
1-May-12,5
30-Apr-12,4.9
29-Apr-12,4.9
28-Apr-12,5
27-Apr-12,5.1
26-Apr-12,5.1
25-Apr-12,5.1
24-Apr-12,5.1
23-Apr-12,5
22-Apr-12,5.2
21-Apr-12,5.3
20-Apr-12,5.3
19-Apr-12,5.1
18-Apr-12,5.1
17-Apr-12,5
16-Apr-12,4.9
15-Apr-12,5
14-Apr-12,5
13-Apr-12,4.9
12-Apr-12,4.9
11-Apr-12,4.9
10-Apr-12,4.8
9-Apr-12,4.9
8-Apr-12,4.8
7-Apr-12,4.7
6-Apr-12,4.9
5-Apr-12,4.9
4-Apr-12,4.9
3-Apr-12,4.9
2-Apr-12,5
1-Apr-12,4.8
31-Mar-12,4.9
30-Mar-12,4.9
29-Mar-12,4.8
28-Mar-12,4.8
27-Mar-12,4.8
26-Mar-12,4.6
25-Mar-12,4.6
24-Mar-12,4.7
23-Mar-12,4.7
22-Mar-12,4.7
21-Mar-12,4.8
20-Mar-12,4.8
19-Mar-12,4.7
18-Mar-12,5.3
17-Mar-12,5.2
16-Mar-12,5.3
15-Mar-12,5.3
14-Mar-12,5.4
13-Mar-12,5.3
12-Mar-12,4.9
11-Mar-12,4.9
10-Mar-12,4.8
9-Mar-12,4.9
8-Mar-12,4.9
7-Mar-12,4.9
6-Mar-12,5
5-Mar-12,5
4-Mar-12,4.8
3-Mar-12,4.6
2-Mar-12,4.7
1-Mar-12,4.9
29-Feb-12,4.9
28-Feb-12,4.9
27-Feb-12,5
26-Feb-12,4.9
25-Feb-12,4.8
24-Feb-12,5
23-Feb-12,5
22-Feb-12,4.4
21-Feb-12,4.3
20-Feb-12,4.4
19-Feb-12,4.4
18-Feb-12,4.2
17-Feb-12,4.4
16-Feb-12,4.3
15-Feb-12,4.3
14-Feb-12,4.5
13-Feb-12,5.3
12-Feb-12,5.5
11-Feb-12,5.6
10-Feb-12,5.9
9-Feb-12,5.8
8-Feb-12,5.6
7-Feb-12,5.7
6-Feb-12,5.4
5-Feb-12,5.7
4-Feb-12,5.9
3-Feb-12,6
2-Feb-12,6.1
